Character,Line
BRAN,Father said he was the best swordsman he ever saw.NED and his companions confront the Kingsguard. ARTHUR stabs his sword into the dirt.
ARTHUR,Lord Stark.
NED,I looked for you on the Trident.
ARTHUR,We werent there.
KINGSGUARD,Your friend the usurper would lie beneath the ground if we had been.
NED,The Mad King is dead. Rhaegar lies beneath the ground. Why werent you there to protect your prince?
ARTHUR,Our prince wanted us here.
NED,Wheres my sister?
ARTHUR,I wish you good fortune in the wars to come.ARTHUR and the other Kingsguard put on their helmets.
ARTHUR,And now it begins.The Kingsguard draw their blades.
NED,No. Now it ends.NED and his men draw their blades and attack. ARTHUR cuts down HOWLAND. The other Kingsguard runs one of NEDs men through with his sword. NED engages in single combat with the other Kingsguard and stabs him through the throat. NED and his three remaining men surround ARTHUR. NED and his men attack all at once but ARTHUR deflects all of their blows repeatedly then repositions himself. He kills one of NEDs men with a downward strike from both of his blades. NED and the two remaining men advance on ARTHUR. ARTHUR deflects their blows again and slices the throat of another man
BRAN,Hes better than my father.
THREE-EYED RAVEN,Far better.
BRAN,But Father beat him.
THREE-EYED RAVEN,Did he?
BRAN,I know he did. Heard the story a thousand times.ARTHUR traps NEDs blade and wrenches it from his hands. ARTHUR makes a motion to strike NED down but HOWLAND stabs ARTHUR in the back. ARTHUR falls to his knees.
BRAN,He stabbed him in the back.NED retrieves a sword and slashes ARTHUR with it killing him. A woman screams from the Tower and NED storms towards it.
BRAN,Whats in the tower?
THREE-EYED RAVEN,Thats enough for one day. Well visit again another time.
BRAN,I want to see where hes going.
THREE-EYED RAVEN,Time to go.
BRAN,Father!NED stops on the stairs and turns around in the direction of BRANs yelling but sees nothing and proceeds up the stairs. BRAN chases after him but is intercepted by the THREE-EYED RAVEN who touches him on the shoulder.CUT TO: GREAT WEIRWOOD TREE - CAVEThe white leaves BRANs eyes as the vision fades. The THREE-EYED RAVEN is tangled in his roots. A child of the forest looks on. BRAN crawls towards the THREE-EYED RAVEN.
BRAN,Why did you do that? Take me back there. I want to go back.
THREE-EYED RAVEN,No.
BRAN,He heard me.
THREE-EYED RAVEN,Maybe. Maybe he heard the wind.
BRAN,He heard me.
THREE-EYED RAVEN,The past is already written. The ink is dry.
BRAN,Whats in that tower? I want to go back there.
THREE-EYED RAVEN,Ive told you many times stay too long where you dont belong and you will never return.
BRAN,Why do I want to return? So I can be a cripple again? So I can talk to an old man in a tree?
THREE-EYED RAVEN,You think I wanted to sit here for 1 000 years watching the world from a distance as the roots grew through me?
BRAN,So why did you?
THREE-EYED RAVEN,I was waiting for you.
BRAN,I dont want to be you.
THREE-EYED RAVEN,I dont blame you. You wont be here forever. You wont be an old man in a tree. But before you leave you must learn.
BRAN,Learn what?
THREE-EYED RAVEN,Everything.
BLOODRIDER,Hey Great Khaleesi. Move your ass.DAENERYS approaches a domed structure. KHAL MORO and two of his Bloodriders are waiting for atop their horses.
KHAL MORO,Welcome home Khaleesi.Another Bloodrider ushers DAENERYS into the building. Inside DAENERYS stands in front of a platform atop which a middle-aged Dothraki woman is standing. A group of younger Dothraki women encircle DAENERYS. They speak in Dothraki.
DOTHRAKI WOMAN,Go.The Bloodriders who ushered DAENERYS in exit. The older Dothraki woman nods to the younger women who swarm DAENERYS and remove all of her clothing.
DAENERYS,What are you doing?! Take your hands off me! I will have your heads!One of the younger woman approaches DAENERYS with a simple brown garment which DAENERYS takes and wears.
DAENERYS,You have made a mistake. One you will regret. I am the wife of the Great Khal.
DOTHRAKI MATRON,We know who you are. I remember you eating the stallions heart. Why didnt you come to us after Khal Drogo died?
DAENERYS,Because I am Daenerys Stormborn the Breaker of Chains the Queen of Meereen and the Mother of Dragons. My place is not here with you.
DOTHRAKI MATRON,You were the wife of the Great Khal. You thought he would conquer the world with you at his side. He didnt. I was the wife of the Great Khal. Khal Savo. I thought he would conquer the world with me at his side. Youre young. We were all young once. But we all understand the way things are. You will learn as well if you are fortunate enough to stay with us.
DAENERYS,Where else would I go? Every khaleesi becomes Dosh Khaleen.
DOTHRAKI MATRON,Yes. Immediately after the death of their khal. But you went out into the world. That is forbidden. All the khalasars have returned for the Khalar Vezhven. They will decide which cities will be sacked and which tribes will be enslaved. And now they must decide what to do with Khal Drogos silver-haired widow. With luck your place will be here with us Mother of Dragons. It is the best you can hope for
VARYS,I dont know how you stand it in all that leather.Two Unsullied usher a woman into the room.
VARYS,If we could have the room.All the Unsullied guards exit.
VARYS,You look lovely today my dear. You really do. How you climbed all those steps without breaking a sweat.
WOMAN,If youre going to torture me just call them back and get on with it.
VARYS,I am not a torturer.VARYS stands.
VARYS,Though it so often is what people deserve.VARYS approaches the woman.
VARYS,And it does provide answers. But theyre usually the wrong answers. My job is to find the right answers. Do you know how I do that? I do it by making people happy. Id like to make you happy Vala. Thats your name isnt it
VARYS,Thats all right. I know who you are and what youve done. Youve done a lot. Youve sacrificed your body for a cause which is more than most people do. And youve helped the Sons of the Harpy murder the Unsullied and the Second Sons.
VALA,The Unsullied and the Second Songs are foreign soldiers brought here by a foreign queen to destroy our city and our history.
VARYS,I understand. Well that makes perfect sense from your perspective. I have a different perspective of course. I think its important that you try to see things from my perspective just as I will try to see them from yours. Because that is the only way that I can make you and Dom happy. That is how you pronounce it -- Dom? Im afraid I dont really speak the language. Such a handsome boy. Those big
VALA,Yes youre a true liberator arent you? You wont torture me
VARYS,Children are blameless. I have never hurt them. Your boy is in no immediate danger this I swear to you. But between us dear
VALA,If I tell you anything theyll kill me. So either you kill me or they do.
VARYS,Yes from your perspective this is a problem. There is a third option
VARYS,Though Im afraid well have to ask one of our leather-clad friends back in to carry it. Far too heavy for me. The boat sails at dawn. You need to decide now. A new life for you and Dom or<85>CUT TO: MEEREEN GREAT PYRAMID - COUNCIL CHAMBERTYRION MISSANDEI and GREY WORM are sitting together around a table. TYRION smiles at MISSANDEI
TYRION,What should we do while we wait? To pass the time what should we do? What should we talk about?MISSANDEI and GREY WORM look at each other then at TYRION.
TYRION,You speak 19 languages. You must occasionally use some of them to talk about things.MISSANDEI says nothing.
TYRION,You two you spend a great deal of time together. What would you be talking about if I werent here?
GREY WORM,Patrol. When I am going on patrol with the Unsullied. What we see on patrol. Who we captured on patrol.
TYRION,Thats good. Thats very good.TYRION stands and carries his wine glass over to the decanter to refill it.
TYRION,But thats a report. I was thinking more of a conversation. A wise man once said the truth history of the world is the history of great conversation in elegant rooms.
MISSANDEI,Who said this?
TYRION,Me. Just now. All right no conversations. Lets play a game.TYRION returns to the table. GREY WORM and MISSANDEI say nothing.
TYRION,You dont play games either one of you ever?
GREY WORM,Games are for children.
MISSANDEI,My master Kraznys would sometimes make us play games.
TYRION,There thats a start.
MISSANDEI,Only the girls.
TYRION,Oh no no no. Not that
MISSANDEI,We do not drink.
TYRION,Until you do.GREY WORM and MISSANDEI look interrogatively at TYRION.
TYRION,Alright. No drinking. We can play without drinking. Its a wonderful game. I invented it. Heres how it works. I make a statement about your past. If Im wrong I drink. And if Im right -- Maybe we cant play without drinking.VARYS enters the room.
TYRION,Oh you took your time.
VARYS,Sorry. I was busy learning who funds the Sons of the Harpy. Some things you cant rush.
MISSANDEI,You found out?
VARYS,The good masters of Astapor. And the wise masters of Yunkai. With help from their friends in Volantis.
TYRION,You see? You dont even have to worry about the local rebellion. We only have to worry about the three rich foreign cities paying for it.
GREY WORM,We conquered Asatapor and Yunkai once. We will do it again and execute the Masters.
TYRION,If the Unsullied march off to reconquer Asatapor and Yunkai who remain to defend the free people of Meereen?
GREY WORM,If we do not fight them how can we stop them?
MISSANDEI,We cannot. The Masters only speak one language. They spoke it to me for many years. I know it better than my mother tongue. If we want them to hear us we must speak it back to them. May it be the last thing they ever hear.TYRION nods.
TYRION,You may be right.
GREY WORM,So we will fight them?
TYRION,Possibly.
MISSANDEI,Possibly?
TYRION,Its a conversation.TYRION turns to VARYS.
TYRION,Tell me can the little birds get a message to the good Masters of Astapor the wise Masters of Yunkai
VARYS,Of course. Man can be fickle but birds always trust.INT. RED KEEP - VAULTSA group of Varys' child spies are gathered together. One LITTLE BIRD picks up a model of a planet. Another child plays with an hourglass.
QYBURN,Your eye looks much better Arthur. Hows your mothers jaw?
ARTHUR,Better.
QYBURN,And your father?
ARTHUR,No ones seen him.
QYBURN,And no one will. That worked out rather nicely.
LITTLE BIRD,Will Lord Varys ever come back?
QYBURN,I dont think so. Do you miss him?
LITTLE BIRD,He was nice.
ARTHUR,He called us his little birds. He gave us sweets.QYBURN stands up and walks to a table.
QYBURN,Its funny you should mention that. Guess what I happened to find today. Candied plums from Dorne.He nods at the boxes. Eeach child picks one. They nibble at the plums.
QYBURN,Now remember if any of your friends like sweets or need help they can always come to me. All I need in return are whispers.The door opens. GREGOR walks in
QYBURN,No need to be afraid. This is Ser Gregor. Hes friends with all my friends.GREGOR looks at the children. They stare at him motionless.
QYBURN,Run along now.The children run up the stairs.
CERSEI,Varys's little birds?
QYBURN,Your little birds now your Grace.JAIME is admiring GREGOR.
JAIME,What did you do to him exactly? I haven't been able to get a clear answer.
QYBURN,Oh a number of things.
JAIME,Does he understand what were saying? I mean to the extent that he ever understood complete sentences in the first place.GREGOR turns his head to JAIME. JAIME recoils.
QYBURNS,He understands well enough.
JAIME,So tell him to march into the sept and crush the High Sparrows head like a melon.
CERSEI,The High Sparrow has hundreds of Faith Militant surrounding him. Ser Gregor will cant face them all. And he wont have to. Hell only have to face one.
JAIME,Has the Faith leveled official charges yet?
CERSEI,Not yet.
JAIME,That is one trial by combat I look forward to watching.
CERSEI,Dont stop at the city. I want little birds in Dorne in Highgarden in the North. If someone is planning on making our losses their gains I want to hear it. If someone is laughing at the queen who walk naked through the streets covered in shit
MAESTER PYCELLE,As bad as Lord Varys was Varys was Qyburn is worse. I told them all. I told them. Hes arrogant dangerous. You dont get thrown out of the Citadel without good reason. And no one listened to my advice
MAESTER PYCELLE,And what he's done to Gregor Clegane is an abomination. We never sanctioned this this experiment. And I for one think it would be in our best interest to have the beast dest --MAESTER PYCELLE notices the new guests. He farts.
